	baseMean	log2FoldChange	lfcSE	pvalue	padj	HumanSymbol	Tom3D1	Tom3D2	Tom3D3	Tom2D1	Tom2D2	Tom2D3
ENSMUSG00000072487	0.746014161093239	0.0618457558064843	0.7715313856118041	0.811070206665491		MROH5	0.0290492468702	0.0153218279924	0.0	0.0306517060538	0.0	0.0
ENSMUSG00000073414	2.04708875418008	-0.0695841937028964	0.613087422812853	0.811084837933978		MPIG6B	0.0	0.0948973609403	0.052241971778300006	0.15820381736199998	0.0	0.0192674834486
ENSMUSG00000089953	0.775769814412876	-0.0569129935705366	0.825190183242731	0.811589560429665		RNF224	0.0	0.0528720576046	0.0	0.08814324510119999	0.0	0.0
ENSMUSG00000021943	20.2950908758675	-0.0584766894236581	0.8093203324912609	0.811598737114161	0.9408741033315908	GDF10	0.0	0.0	0.0	0.014211208484200002	0.0	0.0
ENSMUSG00000082981	2.74463858500709	-0.0699364361679219	0.5933981560758511	0.811613149117247	0.9408741033315908	ZNF845	1.44706748338	0.0	0.6722795453980001	1.2215142744	0.8664226334370001	0.495889974015
ENSMUSG00000016427	593.53453927187	0.0700435275709944	0.42466130930977003	0.811642695816218	0.9408741033315908	NDUFA1	44.361770463	41.5686678574	95.3265119116	93.36275569819999	37.6345869417	32.3097763499
ENSMUSG00000086541	5.2517205144158705	0.0674028555678382	0.668150893356687	0.81175964213843	0.9409049150372852	ZNF845	0.0	0.0	0.116253873957	0.0352050391995	0.0	0.0428758623778
ENSMUSG00000040990	2052.05923532477	-0.0336517675809146	0.150990806881375	0.811774516206039	0.9409049150372852	SH3KBP1	10.860422420299999	10.813954386199999	10.3628166225	10.6536790048	10.7893320054	11.1959851999
ENSMUSG00000057370	2.12186970353818	0.0696519759451412	0.60074970639179	0.8118387078416159		ZNF845	0.209719925127	0.11061535033	0.487159090868	0.442577635651	0.0	0.17967028044
ENSMUSG00000082648	1.0513256760326999	-0.0583668999736369	0.809634181815564	0.811846515311615		ZNF845	0.0	0.0	0.0	0.08304778477830001	0.0	0.0
ENSMUSG00000057457	8.85730159020331	-0.0712976404045417	0.49877166617463103	0.811903662783531	0.940993608648711	PHEX	0.0727575829631	0.0	0.0657256538797	0.073927772659	0.0403362492289	0.041555025755500005
ENSMUSG00000036557	1.06265691368118	-0.0636709532372342	0.7401574375812359	0.8120139613901199		STPG4	0.0	0.0	0.13890073252	0.126189491157	0.0	0.0512283031008
ENSMUSG00000007944	0.7053074314668241	-0.0558312678775302	0.8341304004486669	0.812017801200452		TTC9B	0.0	0.0	0.06435936567	0.0	0.0552968493259	0.0474730554993
ENSMUSG00000028582	920.021841927688	-0.0365604024499077	0.165545456217116	0.8120538540573299	0.94110667991439	CC2D1B	16.8211189901	17.7928960431	13.642003188099999	14.4753571169	17.520378966099994	17.3535217595
ENSMUSG00000001280	2732.7921838994603	-0.0514137754882564	0.246791966672996	0.8121498278583721	0.9411569068007479	SP1	21.241323311600002	20.2505265104	18.1161737182	18.5626900524	21.5944537143	21.723165711100002
ENSMUSG00000007216	138.212946300108	-0.0414777211362776	0.190999403001454	0.812360038558847	0.941163169579666	ZNF775	1.95990281241	1.50480764979	1.72885996245	1.7800661113499998	1.7948791185799997	1.7640954867900005
ENSMUSG00000097293	3.05022744202941	0.0706669976787766	0.5464379000090129	0.812369898813525	0.941163169579666	ZNF845	0.0908472859519	0.239583920222	0.263786817141	0.287576230519	0.0453285383712	0.15566052996
ENSMUSG00000037016	1.4508337669013998	0.0387623799106618	0.9448950388507921	0.8123733163870992		FREM3	0.00410199740165	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000024402	4.21438879592808	-0.0629135048184095	0.7498923725061829	0.8123993871447299	0.941163169579666	LTA	0.036621375212	0.0	0.0	0.0257610265148	0.0	0.0313740945237
ENSMUSG00000089742	6.50775901045542	-0.0706254446143761	0.453789200104797	0.8124926414810741	0.941163169579666	ZNF845	0.403886458678	0.511265207746	0.4690945791260001	0.568221685326	0.483648997931	0.484422024058
ENSMUSG00000051499	11.265358959474002	0.0700175678119812	0.43281304238664997	0.812522829425696	0.941163169579666	ZNF786	0.238079106479	0.234403321508	0.165910417424	0.189804918329	0.0950322537458	0.285552437246
ENSMUSG00000001025	75651.1193979793	0.0710152074372094	0.5108212647883951	0.8125274127683109	0.941163169579666	S100A6	3178.17479141	3036.80582797	10903.2241515	9233.81544991	3053.56738961	2462.93169918
ENSMUSG00000045679	606.6057318228087	0.0349431067203769	0.157999763470972	0.812538508947423	0.941163169579666	SLC66A3	9.8467120708	9.61514396938	11.2239774677	11.1738135254	8.797011412289999	9.632805242369999
ENSMUSG00000040363	1299.08814345612	0.0523060826020743	0.253093517046545	0.812576310719248	0.941163169579666	BCORP1	12.645422590999999	13.724351380999998	10.5258578874	10.0758942302	12.3058394006	12.5151312776
ENSMUSG00000085558	2.7691653454471497	-0.0675646843803989	0.654795514063672	0.8127289844806479	0.941279031770093	ZNF845	0.0263857056099	0.0139169612424	0.0306457203555	0.0185608229591	0.0131652306027	0.0565125979765
ENSMUSG00000019039	350.984155215904	0.0451065799008432	0.21120045760560505	0.8128705071436191	0.9413819649115972	DALRD3	8.83485933288	7.75109843453	14.0203376696	12.5732051224	8.321714220599999	8.218441351160001
ENSMUSG00000097433	2.7834423814416005	0.0698950808251324	0.573445344089309	0.8129936532834742	0.9414205546439052	ZNF845	0.0685813973164	0.036172792288	0.199134936433	0.120607649526	0.0	0.117509472515
ENSMUSG00000040297	971.725588610019	-0.047002099525108004	0.22205024855525105	0.813009127275386	0.9414205546439052	SUCO	7.2903938842299985	7.95309989579	5.65117674298	6.0376977088	7.81996331595	7.74533286142
ENSMUSG00000073403	1.7791120623887	-0.0578029480739395	0.8112502947205749	0.813119887062385		ZNF845	0.0	0.0	0.0	0.0	0.0	0.0255538119708
ENSMUSG00000074479	1.8632327493477	0.0678697241641594	0.641275086561911	0.813218620937746		ZNF845	0.105077514353	0.110844842758	0.0	0.0369579872095	0.0	0.13503228026900002
ENSMUSG00000070979	1.6128495249967099	-0.0660634452775392	0.686603521665078	0.813256292976138		ACTL7B	0.0669495861443	0.0	0.0388793524272	0.0470951747124	0.0334047060699	0.0573567385675
ENSMUSG00000056598	24.7360556226034	0.0703225100724716	0.453504973247586	0.8132633870682611	0.9416086427660308	DRC3	0.31161215290100003	0.460201599015	0.386050600311	0.292268249958	0.414612963772	0.32035550003
ENSMUSG00000001870	4056.2608810945203	-0.0493198059900153	0.23604032733396998	0.8133130914519491	0.9416086427660308	LTBP2	30.604034761199998	31.34674208	23.4909851645	25.0209617679	30.8278567284	32.6777443527
ENSMUSG00000093979	2.28342810630695	-0.0577101417609249	0.8115168880371679	0.813329539037042	0.9416086427660308		0.0	0.0	0.0	0.0183836427605	0.0	0.0
ENSMUSG00000074219	1.2155842294236399	0.0654412037096509	0.699252440297563	0.813346946322277		ZNF845	0.0181012730229	0.0381895741311	0.0630712582799	0.0381996065081	0.0180633739399	0.0310152771453
ENSMUSG00000078151	3.41357251687343	-0.0706871962752659	0.505284118801544	0.8134383884395309	0.9416736905145192	ZNF845	0.289083115971	0.182969911676	0.335756051497	0.284694632066	0.230782284401	0.396259111656
ENSMUSG00000085979	0.610320735446981	-0.057602193476794995	0.8118272055658671	0.8135734334033691		ZNF845	0.0	0.0	0.0	0.0	0.0637343257047	0.0
ENSMUSG00000086021	0.7037649496185079	-0.0607435722828073	0.774453485357612	0.8136636269640408		ZNF845	0.093101768232	0.0	0.108133198938	0.196475182003	0.092906838757	0.0
ENSMUSG00000001520	33.5586921302951	-0.0671122326947964	0.38507031879231396	0.8137283578256729	0.941948389090494	NRIP2	0.528062037786	0.409592258582	0.432930710008	0.57904246627	0.371969238519	0.532233949418
ENSMUSG00000035125	143.43308327511002	-0.0518141094214789	0.252488950241435	0.813971904711147	0.942073173313864	GCFC2	1.95726923443	1.55489507003	2.45569669344	2.52418115505	2.04962415273	1.62506882587
ENSMUSG00000021032	4.15816641042637	-0.0695382057855968	0.572248358557698	0.8139919868048571	0.942073173313864	NGB	0.0940235679174	0.0330613949316	0.0	0.0440934401855	0.06255113896509999	0.0537009563445
ENSMUSG00000034997	4.10105125038426	-0.0682445020826037	0.6209075544432939	0.8139942132822099	0.942073173313864	HTR2A	0.017047243998	0.017982906162700003	0.0197995490482	0.0479670140288	0.0170115517616	0.0
ENSMUSG00000097831	0.619152194959561	-0.0574029881288883	0.812400502393381	0.814023613801922		ZNF845	0.0	0.0	0.0	0.0172279979061	0.0	0.0
ENSMUSG00000100130	1.1690714445088	-0.06817328209348099	0.621598168573315	0.8141262182410001		ZNF845	0.017488729944099998	0.0553458710733	0.0203123136127	0.0492092536877	0.052356340073	0.0149828635105
ENSMUSG00000028634	40.2115138761988	0.0663088422968526	0.673360454529199	0.8141427871947969	0.9421841419862901	HIVEP3	0.0	0.00451319599674	0.004969121492	0.0030095877403200004	0.0	0.00366534657259
ENSMUSG00000101452	7.92765412915872	-0.0695054681883766	0.4371686567069461	0.814246607058517	0.942243307067909	ZNF845	0.35110822820200005	0.462974126598	0.407795218179	0.246984399791	0.525559656331	0.601599621856
ENSMUSG00000082057	3.6175852412334	-0.0695969168938269	0.563280316369521	0.8143346611064171	0.9422842215261659	ZNF845	0.0	0.275195363845	0.0865702137194	0.07864790214110001	0.260330568055	0.0957844872546
ENSMUSG00000036502	16.729244429466	-0.0678078794900093	0.6296350535765479	0.814421071171771	0.942323228524811	TMEM255A	0.041120997497900005	0.0	0.047760048895	0.00964208380782	0.0273566009655	0.0704579800698
ENSMUSG00000038555	13.855273267772901	-0.0697393653468647	0.548998004847774	0.8146587695371249	0.9424918802812028	REEP2	0.15777994367	0.0	0.274880655245	0.277472738862	0.104966397267	0.112643750588
ENSMUSG00000034903	1316.6955681023	0.0364596285319486	0.16765974297387198	0.8146722499651179	0.9424918802812028	COBLL1	15.6409494289	16.234671830099998	15.4494370257	15.1902382141	14.997097416199999	15.420998671600001
ENSMUSG00000064315	1.1506533470529798	-0.062815397939865	0.736994691855767	0.814995325296264		ZNF845	0.209719925127	0.11061535033	0.0	0.14752587855000002	0.313921243999	0.0
ENSMUSG00000080791	2.3529812466463302	-0.0674676387391635	0.6332528097861271	0.815011841126507	0.9427134473075419	ZNF845	0.0	0.0	0.385313058225	0.233367901768	0.110352227694	0.0947388050793
ENSMUSG00000031150	552.398089608738	-0.0384752144802167	0.178375384328746	0.815031445928056	0.9427134473075419	CCDC120	8.002781626219999	7.58029638455	8.89281752404	8.590337536589999	8.64922539576	7.781324359889998
ENSMUSG00000040627	1.1299816201908	0.0378032549433268	0.946708708793076	0.815031951987741		AICDA	0.0210591941448	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000012428	83.74987833904109	-0.0663481717537759	0.66354633805231	0.8151029996707461	0.9427134473075419	STEAP4	0.0	0.0170150363724	0.0374678090588	0.022692674949	0.0160959618738	0.0276371800805
ENSMUSG00000101392	2.42901417264308	-0.0666488810707664	0.6556053747148399	0.8151078370042371	0.9427134473075419	ZNF845	0.946679662022	0.499319758967	1.64928393147	2.9967055797099995	0.472348787699	0.405517502115
ENSMUSG00000017830	40.2101618536971	0.0659006363779297	0.3754946173399871	0.8151741137973291	0.9427134473075419	DHX58	0.272975002047	0.398710553802	0.4146002586150001	0.502211852727	0.251449354646	0.23386187622
ENSMUSG00000025823	2800.44499002908	-0.0527386436884605	0.260696134406134	0.8151800974369009	0.9427134473075419	PDIA4	65.5556579667	67.23642562399999	39.7065106501	41.689920984699995	68.9848262745	68.864720585
ENSMUSG00000074513	3064.80408093391	0.0236502157207614	0.106029536897313	0.815285338591266	0.9427741796126508	ARFIP1	63.739522414	63.202945473999996	58.460972311599996	60.271993949	61.73224084100001	58.8965100446
ENSMUSG00000085589	1.5167564064978605	-0.0650421454062839	0.692732447697297	0.815291192539348		ZNF845	0.0226813085169	0.0478524086067	0.0263432423745	0.047864979404300005	0.0	0.0777257012563
ENSMUSG00000021203	93.9951141780324	-0.0404444570395513	0.189088096278455	0.815357816135917	0.942797019550332	OTUB2	1.47486122067	1.62201579694	2.0227741898	1.8652563334	1.61268772901	1.74744375912
ENSMUSG00000069237	1631.61667579906	0.0353415632751954	0.162821873735837	0.8154923481431259	0.9428628919197172	FAM8A1	25.365149869	24.0159994004	21.9788990296	20.973940171400002	23.0498215596	24.750512826999998
ENSMUSG00000042507	1211.02350588295	0.0442468407901064	0.21002531452755802	0.8155202441938559	0.9428628919197172	MIDEAS	8.83285462184	9.60136912707	9.017668091660001	7.81156330102	8.764921530499999	9.58638614873
ENSMUSG00000022354	1535.5509753288502	-0.0642293602587403	0.356830980324853	0.8156092993327059	0.942904886621072	NDUFB9	78.655119661	72.3852579611	143.220844013	150.28128125	77.0929816311	87.0473529656
ENSMUSG00000030307	0.920886066825882	0.0375408306847161	0.947207646002835	0.815763395937954		SLC6A13	0.0	0.013139993657	0.0	0.0	0.0	0.0
ENSMUSG00000051354	2.9438783271065003	-0.0565861065254529	0.8147601870208371	0.8158710997043149	0.943132744815698	SAMD3	0.0	0.0	0.0	0.0135982823168	0.0	0.0
ENSMUSG00000091477	0.974729782082596	-0.0490324616558072	0.8799991914719059	0.8159062207054291			0.0	0.0	0.044767473532999986	0.0813413234473	0.0	0.0
ENSMUSG00000044452	479.85388578323	0.0630652170419273	0.345509540653354	0.815965092602851	0.943132744815698	ZNF507	5.25164637251	5.1327803282	4.37689842981	4.35429474525	4.74226044199	4.56399557737
ENSMUSG00000024259	801.654181729451	-0.0252505386526152	0.11401620905761	0.815982443573634	0.943132744815698	SLC25A46	8.980028708899997	8.3606073025	8.666884553460001	9.28385315123	8.29058033482	8.75550417402
ENSMUSG00000040899	4.03362596729066	-0.0565214736821892	0.8149474925005591	0.8160173757084979	0.943132744815698	CCR6	0.0	0.0	0.0	0.0	0.0	0.0247238591033
ENSMUSG00000026894	1.28826072227487	0.0374259707438006	0.9474263960565621	0.816084094331277		MORN5	0.0709346805577	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000031924	11353.4725359846	-0.0238504958125673	0.10751362812791004	0.8161647836118259	0.9432421468306008	CYB5B	175.60268380000005	178.758450523	153.020312223	162.89583163	172.97513807400003	177.098200373
ENSMUSG00000101502	1.05767320840839	0.0629192754216105	0.7268819141116971	0.816362505899789		ZNF845	0.126935744156	0.0	0.0	0.08929197912260002	0.0	0.0
ENSMUSG00000036923	1.49205537069401	-0.0563682018053122	0.8153920284182221	0.816364318103708		STOX1	0.0	0.0	0.0	0.0	0.0143992365481	0.0
ENSMUSG00000079259	154.709420933915	0.0652882350343863	0.37384117882124496	0.8165201685415592	0.9435125183855808	TRIM71	1.37852871059	1.3454131310799995	1.1598479083700002	0.969715486086	1.16983767481	1.40883872011
ENSMUSG00000084771	3.5453880406763796	0.0694427294764774	0.513729126349344	0.8165352015871609	0.9435125183855808	ZNF845	0.030769964713400006	0.0162294089336	0.107213475496	0.043289793037599986	0.046058311315800016	0.0395416519377
ENSMUSG00000019933	1.5696054174751801	0.0651662130668234	0.679571320992531	0.816542831397852		MRLN	0.0	0.236927779199	0.130431175659	0.0789966733257	0.0	0.19241850433
ENSMUSG00000044674	955.5439058159699	-0.0429583481539248	0.20434776542766	0.816640189769622	0.9435125183855808	FZD7	9.34354406754	9.58686740678	8.859701311410001	8.47254976536	10.5380413179	9.53691833884
ENSMUSG00000026918	1826.99747454005	-0.030801645307259002	0.14127503213922699	0.816646330013794	0.9435125183855808	CCDC127	16.776529736700002	17.293104580799998	16.0548766689	16.1865481062	16.9838981799	17.7516988991
ENSMUSG00000085782	14.4553460338111	0.0683980858159751	0.432041040813363	0.8167014397466551	0.9435125183855808	ZNF845	0.3604794442580001	0.342238382836	0.711755034719	0.659298926276	0.21583481971700005	0.3705939307590001
ENSMUSG00000079083	309.548060116007	0.0290795436947055	0.13291640767876198	0.8167153268593499	0.9435125183855808	TIGD2	6.176507551	5.574384138380001	4.5234256336300005	5.6844689514	5.05070781969	5.14452251159
ENSMUSG00000002500	1.7944513530448798	0.0649445984836225	0.6831424756610219	0.816730572825427		RPL3L	0.0	0.0388561557887	0.0855628512325	0.0259109088508	0.0	0.0631132694201
ENSMUSG00000079084	222.391483411927	-0.0414041929053307	0.19600684670349802	0.816798371924266	0.943547495857472	CCDC82	7.1115469832	6.3671370326300005	6.975643955569999	7.482825889369999	6.8581142568	6.681349428659999
ENSMUSG00000000247	2.01075217731743	0.0649328381654731	0.68207316649733	0.8168884995530559		LHX9	0.0	0.0188123993695	0.0207128381065	0.01254489425	0.0	0.0152783002558
ENSMUSG00000060268	1.74007112907895	-0.0561031395746141	0.816161972208309	0.816964507319441		ARMH1	0.0	0.0	0.0	0.0193943928524	0.0	0.0
ENSMUSG00000070583	129.842107135341	-0.0558273140648139	0.28595157809068605	0.8169776104633171	0.943693582215412		5.578550008380001	6.65904408987	5.456181817719999	5.52484415171	6.62897026911	6.382786712640001
ENSMUSG00000028530	3252.0431182868	-0.0380963362372398	0.17881541587413002	0.817217338484035	0.9439095167904541	TYK2	33.4483189187	34.0862577406	28.0573250959	30.456937141399997	34.563010508000005	32.9098199989
ENSMUSG00000037982	0.428129364039216	-0.0340060891189637	0.961890801327987	0.817281934489519		ZNF845	0.0	0.0229498342824	0.0	0.0306078175858	0.0	0.037276952514
ENSMUSG00000025521	367.628742455008	-0.0364815066618072	0.17049473110989902	0.817308147126455	0.94391268975595	TMEM192	16.2360198491	17.1271568258	15.871604138399999	15.957820422100001	17.0121273974	17.348421508599998
ENSMUSG00000071001	41.2760111573168	0.0658352062023459	0.38573187191113	0.8173256627420941	0.94391268975595	HRCT1	1.04643309748	1.10386806218	2.30922467815	1.88933710371	1.0094340828	1.13556071873
ENSMUSG00000061510	7.17347181702275	0.0688340332254769	0.5353717938000999	0.817539744192057	0.9440223054976872	ZNF845	0.0173509290573	0.0549097782214	0.161218116402	0.109848405971	0.0519438029639	0.0297296147491
ENSMUSG00000080896	4.16010800271341	-0.0687708131880812	0.5395317054582439	0.8175533342613059	0.9440223054976872	ZNF845	0.582153585267	0.614105910453	2.0284296628400003	1.22853447138	1.16186943181	1.2468497909899998
ENSMUSG00000020646	688.632039955881	-0.0341166271870776	0.158656305917005	0.817578962190995	0.9440223054976872	MBOAT2	15.8883051842	15.482832954300001	14.1497809386	15.9446411799	15.8189642716	14.757682087200001
ENSMUSG00000069986	0.41911083759074	-0.0338688027917527	0.96213757965331	0.8176938378247769		ZNF845	0.0	0.0	0.125693291073	0.152254272094	0.0	0.185428943275
ENSMUSG00000101061	2.11137152638709	0.0675784942887046	0.5945913899223311	0.817710284378657		ZNF845	0.045820894377100005	0.0644477855361	0.070958335612	0.0644647159287	0.0304833053582	0.0523406184877
ENSMUSG00000044636	203.74377279250197	-0.0373382446917321	0.175857889112553	0.818144521246583	0.944614333596575	CSRNP2	2.17270554036	2.18836626306	2.06726774897	1.99465642844	2.22940385159	2.3556576565
ENSMUSG00000084201	0.7813620952282329	-0.054294522310068996	0.8306500329144609	0.8181473482790641		ZNF845	0.235569125201	0.0	0.0	0.16570930079	0.117537954148	0.10090784355
ENSMUSG00000028671	674.1732428499839	0.0563350746529338	0.292665623652663	0.818201069058483	0.9446186283467672	GALE	20.2325830955	19.048870128	40.6451377724	30.5742824103	22.2289736577	21.652840521199998
ENSMUSG00000082596	1.7034571830098102	0.0647803829671223	0.671692659173191	0.818476755541264		ZNF845	0.161040896401	0.169879854402	0.280561813461	0.396490457376	0.0	0.0689831044934
ENSMUSG00000037552	1643.76020393786	0.0391669277224598	0.18595110129706	0.8184796637946821	0.9447776769124	PLEKHG2	12.710089191199998	13.8439596972	11.9655634021	12.612820151700001	12.5092289724	11.9675860178
ENSMUSG00000093826	6.421567372931969	-0.068297855089691	0.5466980065664421	0.818493100078544	0.9447776769124	ZNF845	0.148091701515	0.312439849178	1.2040094197600002	1.56260963465	0.295563276514	0.0
ENSMUSG00000059647	3.1228210081169396	-0.0670141218975345	0.604560367732047	0.8184973431603371	0.9447776769124	ZNF845	0.3670098689720001	0.871095883849	0.0	0.322712859329	0.824043265497	0.393028738463
ENSMUSG00000018381	5.53569254589972	0.066145790892878	0.6320648427304251	0.818633315209458	0.944873632149518	ABI3	0.0252857523306	0.0	0.0146840889222	0.00889353461555	0.0252328109255	0.0
ENSMUSG00000071640	1.8513357714696697	0.0676742010417174	0.575267791723624	0.818675691142137		ZNF845	0.150885884563	0.212223293781	0.175246654088	0.176899203922	0.0501899903514	0.21544375733000004
ENSMUSG00000061802	3.86681298671384	-0.0552996679986724	0.8185050533851759	0.8187854282782209	0.9449853731811642	ARMC4	0.0	0.0	0.0	0.0102466205551	0.0	0.0
ENSMUSG00000087481	8.24481432926733	-0.0672913591169834	0.42439862449354404	0.818870798387018	0.9449853731811642	ZNF845	0.0411767170067	0.202704877759	0.111591116953	0.173792681317	0.0821810085916	0.129347994577
ENSMUSG00000027596	4.27453765318366	-0.0552541442803798	0.8186382245555401	0.8188886727499659	0.9449853731811642	ASIP	0.0	0.0	0.0	0.0487380296442	0.0	0.0
ENSMUSG00000009941	0.7581706457073342	0.0364248589751924	0.9493427439375268	0.818893865449664		NXF5	0.0211647981271	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000010476	20.9178505878848	-0.0683304643634702	0.463975583892676	0.8189434951021801	0.944987650743552	EBF4	0.0907839588257	0.106407516848	0.0820098031381	0.106435470036	0.110725856029	0.0950595698048
ENSMUSG00000071265	1.69991862260741	0.0638059119318028	0.69035946191911	0.8189831540463058		LINC00643	0.14780358536399998	0.0	0.171666712711	0.103971302539	0.0491647084473	0.08441706756100001
ENSMUSG00000040205	58.0101322504394	-0.0556210211730041	0.813898908291642	0.8191394317567929	0.9451527508061701	CUZD1	0.0	0.023682275802	0.0	0.0	0.0	0.0384666424879
ENSMUSG00000089628	1.55372812130445	0.0619488081513397	0.726562722078917	0.8191499187200358		ZNF845	0.0912565079607	0.0	0.423960073675	0.192581079297	0.0910654419529	0.07818085175919999
ENSMUSG00000038984	3.7718836035815198	-0.0551014090273753	0.819085349461253	0.8192351237331759	0.945191221200787	TSPYL5	0.0	0.0	0.0	0.00888909672403	0.0	0.0
ENSMUSG00000001768	1869.12811033458	0.0396029691606657	0.189326109235118	0.8193309232848571	0.945191221200787	RIN2	14.823352865499999	14.7535747205	13.692444681300001	14.2295789964	13.663629426099998	13.724290106500002
ENSMUSG00000073405	9.043956511873619	0.0644041036267161	0.673233098453896	0.819331353314255	0.945191221200787	HLA-G	0.0474670683395	0.050072365707	0.0	0.0333903464573	0.0	0.0406657663789
ENSMUSG00000012429	423.53960128035004	-0.0498819465081643	0.250077315792602	0.8194812983066792	0.945303212374797	MPLKIP	6.50151389893	6.3584783377999985	9.88479889215	9.86689736367	7.22559294477	6.479325867439999
ENSMUSG00000055632	11.3225264613626	-0.0660395147467085	0.6242997223806751	0.8195628601121201	0.9453363115510792	HMCN2	0.00323708052654	0.0	0.00751942480153	0.00910839822828	0.00323030297097	0.0
ENSMUSG00000026032	800.855289393392	-0.0631830541739338	0.363206573204286	0.820057891783609	0.9457934159742408	NDUFB3	37.0396172351	27.0987311914	68.38439871189999	65.7451107932	39.0155146097	36.3955944231
ENSMUSG00000035498	217.93502944661896	0.0417255512448493	0.20201798726434197	0.820081402595225	0.9457934159742408	CDCP1	2.10792221919	2.19343365304	2.4482496627400003	2.30136203141	2.07495439207	2.08371846426
ENSMUSG00000049792	507.911780720939	0.0278205795204165	0.129406467529277	0.8201178298014989	0.9457934159742408	BAG5	13.733272516400001	11.3648351871	13.695456377200001	13.708009456900001	11.3652992317	12.576919630799999
ENSMUSG00000043411	1853.8579884334	0.0296190907912974	0.13847331179215802	0.820291827992609	0.9459330695431339	USP48	17.8205314535	18.6404302493	17.3368727915	17.7237657302	16.6827733736	17.799046816
ENSMUSG00000041058	645.39993071136	-0.0476787977935512	0.23769663675608	0.8204084058581209	0.9460036265283348	WWP2	6.2915977538100005	5.70775207703	4.8411434655	5.0066595033	6.27842487998	6.1379859555400005
ENSMUSG00000068303	2.8720330544034702	-0.0673699948186433	0.55656234487	0.820458824461798	0.9460036265283348	ZNF845	0.0175129190589	0.0738965618388	0.040680816198	0.0862353034887	0.0524287554812	0.0150035866965
ENSMUSG00000057605	37.9320458071327	-0.0637873480654662	0.373333575316931	0.820558776222828	0.9460578681823708	ZNF845	2.90880119125	1.86513923479	1.98731284535	1.60484232747	2.44738375248	3.17609710272
ENSMUSG00000094326	0.779947435382902	-0.0578204687158372	0.78233475621494	0.8205647488023711		RPL21	0.0	0.0	0.243579545434	0.14752587855000002	0.0	0.17967028044
ENSMUSG00000049350	446.84256320528397	-0.0544282891673503	0.8210618840602819	0.820763062463611	0.9461733588081128	ZG16	0.0	0.0	0.0	0.056018081242000015	0.0	0.0
ENSMUSG00000059659	9.36192580911287	0.0631389594656159	0.365858446212584	0.82077384060938	0.9461733588081128	ZNF845	0.123396387998	0.23141186447	0.238864889912	0.125381022119	0.259958063182	0.164446458627
ENSMUSG00000036591	2490.97125505845	0.051391307806065996	0.26266761709363395	0.8208176915067079	0.9461733588081128	ARHGAP21	19.7118898718	20.7065886658	17.4848926113	16.832309393800006	18.6943068769	19.242635707799998
ENSMUSG00000031390	1.33814252366987	-0.0544033588198982	0.8211352776994879	0.820819687566892		AVPR2	0.0	0.0	0.0	0.012783458798	0.0	0.0
ENSMUSG00000057072	1.57751758894431	-0.0654677423611236	0.624788159376298	0.821042631211504		SPATA45	0.236669915506	0.0	0.274880655245	0.08324182165869999	0.23617439385000005	0.304138126586
ENSMUSG00000027189	2706.631421436811	-0.040976207695878	0.19922272398615806	0.8211584625898921	0.946500110007553	TRIM44	25.7027239385	27.132494742800002	24.9679016838	24.828786744299997	27.567174160500002	27.4011904744
ENSMUSG00000003233	1040.65779386918	0.0549496856268781	0.289307223093774	0.821222264133168	0.946500110007553	DVL3	21.614831227399996	20.963266610799998	18.5729818209	17.8622886628	19.3317107216	20.2912063192
ENSMUSG00000024150	1303.7580529180802	-0.039012576315327	0.188444618935657	0.821259952282712	0.946500110007553	MCFD2	22.6970559862	19.8595451329	28.2299022506	26.928378162399998	23.351845749000002	22.0720258285
ENSMUSG00000021221	5.95945979534279	-0.0546158674249448	0.817058782605481	0.8213681005322909	0.9465637410168792	DPF3	0.0	0.0	0.018763783165	0.0	0.0	0.0276812585176
ENSMUSG00000034189	642.776951213169	-0.0325779847162371	0.15467747056659398	0.821625405962869	0.9467688160638721	HSDL1	11.159046281199998	10.2368431266	10.1754432455	10.2451553659	11.6940617955	10.2175562039
ENSMUSG00000024327	23.8395542426613	-0.0641595752301125	0.3843849894792161	0.821651948307095	0.9467688160638721	SLC39A7	0.47878722734	0.461147348293	0.7011546841130001	0.556450878527	0.47778477868	0.713364122094
ENSMUSG00000050132	2.58923618851896	-0.0648752064165659	0.635742629648414	0.821707441989093	0.9467717488373588	SARM1	0.0208082834504	0.0	0.0362517215832	0.0219561419494	0.0103823583163	0.0356535519526
ENSMUSG00000093622	5.56769754126928	-0.0667255536545427	0.564116238275916	0.821761326353936	0.946772827096309	ZNF845	0.394654768194	0.13877198495999998	0.916744834634	0.925389601816	0.393828469744	0.338106800465
ENSMUSG00000082768	0.37351531182549297	-0.0330837854835427	0.9620439197388381	0.8218114799436469		ZNF845	0.141079002558	0.0	0.0	0.0	0.4223508658820001	0.0
ENSMUSG00000075279	9.101088518910537	-0.0664846759464751	0.43332981956596295	0.8218437619707329	0.946806797744906	ZNF845	1.0478764534799998	1.19750652538	0.811371865136	1.16710774781	0.609981451701	1.57103073664
ENSMUSG00000081926	1.61914552080045	-0.0568365229867934	0.789145302442821	0.8219300986797858		ZNF845	0.0	0.0	0.516004037038	0.312521926929	0.44334491477	0.0
